"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd_pledged_real","usd_goal_real","usd_pledged","status","euros_pledged","euros_goal","proyect_length"
"15239",1076953805,"I WANT YOU MAGAZINE","Art","Art","USD",2011-01-04,2000,2010-11-04,2070,63,"US",2070,2000,2070,"1",1682.927,1626.02,61
"38102",119320964,"Stolen","Fiction","Publishing","USD",2014-03-14,8000,2014-01-14,1,1,"US",1,8000,1,"0",0.8130081,6504.06,59
"108820",1553108924,"Sigil - Powers of War","Tabletop Games","Games","USD",2017-04-19,28000,2017-03-16,12974,189,"US",12974,28000,12974,"0",10547.97,22764.23,34
"27286",1138664613,"EndFirst - Accelerate Your Business Communication for less!","Software","Technology","USD",2017-05-12,2e+05,2017-04-12,2138,19,"US",2138,2e+05,2138,"0",1738.211,162601.6,30
"279922",493981638,"Underleague: Strategy Card Game of Fantasy Pit Fights","Tabletop Games","Games","GBP",2017-07-18,14000,2017-06-14,14248,131,"GB",18510.87,18188.67,18510.87,"1",15049.49,11382.11,34
"330395",753180272,"MADE to REBEL- Makes it to Market","Fashion","Fashion","USD",2013-09-09,5300,2013-08-10,6467,58,"US",6467,5300,6467,"1",5257.724,4308.94,30
"149712",1760812734,"Birthstone Dragons: Prints, Book, & Playing Cards","Playing Cards","Games","USD",2016-11-02,3200,2016-10-12,12673,234,"US",12673,3200,12673,"1",10303.25,2601.63,21
"2514",1012978696,"VEGAS LIGHTS","Hip-Hop","Music","USD",2015-06-25,2000,2015-05-26,0,0,"US",0,2000,0,"0",0,1626.02,30
"72293",1367928315,"Looking to rent an art studio to enhance my artistic ability","Painting","Art","USD",2016-08-11,6000,2016-07-12,1,1,"US",1,6000,1,"0",0.8130081,4878.05,30
"16507",1083542935,"Young Dancers Fund","Performances","Dance","USD",2015-11-15,20500,2015-10-16,0,0,"US",0,20500,0,"0",0,16666.67,30
"75247",1383363467,"""SCHOOL HOUSE WROC"" The Mix Tape by D-wroc","Hip-Hop","Music","USD",2012-05-25,6000,2012-04-25,7051,43,"US",7051,6000,7051,"1",5732.52,4878.05,30
"114576",1581869141,"Rock N' Roll FireHouse  series doc-reality","Television","Film & Video","USD",2014-10-28,1500000,2014-08-29,1001,2,"US",1001,1500000,1001,"0",813.8211,1219512,60
"234695",263094980,"Dirty Water (the Flint Effect) Video & Music Recordings","Hip-Hop","Music","USD",2017-03-19,30000,2017-02-17,0,0,"US",0,30000,0,"0",0,24390.24,30
"334587",774348135,"The Next Step Up for Humbers Homemade Preserves","Food","Food","GBP",2013-06-21,2000,2013-05-20,2460,139,"GB",3799.7,3089.18,3799.7,"1",3089.187,1626.02,32
"363682",922964540,"What ever it is you need, It can be found on ""Ineed App"" !","Apps","Technology","USD",2017-09-11,50000,2017-08-17,0,0,"US",0,50000,0,"0",0,40650.41,25
"130678",1663427528,"What Happens When You Die: From Those Who have Been There","Documentary","Film & Video","USD",2012-10-08,20000,2012-08-09,72,5,"US",72,20000,72,"0",58.53659,16260.16,60
"138361",1702631823,"The ALTERNATIVE NYE Art Bash!","Art","Art","USD",2016-12-02,1500,2016-11-01,25,1,"US",25,1500,25,"0",20.3252,1219.51,31
"341740",810748492,"Here's A Thought...with Charles Shaughnessy on TradioV","Video","Journalism","USD",2014-08-23,10000,2014-07-24,10374,166,"US",10374,10000,10374,"1",8434.146,8130.08,30
"334355",773174923,"THICC Beanies for THICC People Made By A THICC Woman","Apparel","Fashion","USD",2017-12-12,3500,2017-11-28,16,1,"US",16,3500,16,"0",13.00813,2845.53,14
"75079",1382523551,"NEITHER AND BOTH - A Short Film","Narrative Film","Film & Video","USD",2013-12-21,14875,2013-11-21,16211,294,"US",16211,14875,16211,"1",13179.67,12093.5,30
"260263",393701377,"Put This On: Season One","Webseries","Film & Video","USD",2009-12-15,15000,2009-11-09,15987.25,369,"US",15987.25,15000,15987.25,"1",12997.76,12195.12,36
"306216",629326254,"Zombie Death Force Go! Card Game","Games","Games","USD",2016-09-14,305,2016-08-16,351.99,11,"US",351.99,305,351.99,"1",286.1707,247.97,29
"106393",1540733687,"""The Maestro"" Paul McStay Autobiography","Publishing","Publishing","AUD",2016-05-18,1e+05,2016-04-18,24593,199,"AU",17778.5,72290.9,17778.5,"0",14454.07,81300.81,30
"229337",236013385,"Stephen Colbert the book","Nonfiction","Publishing","USD",2014-12-13,20000,2014-10-14,0,0,"US",0,20000,0,"0",0,16260.16,60
"225474",216031061,"The New Ground","Nonfiction","Publishing","USD",2012-06-07,13000,2012-04-23,1450,25,"US",1450,13000,1450,"0",1178.862,10569.11,45
"348665",846382784,"Greywulff/The Wreckage Comic Two Pack","Comic Books","Comics","USD",2017-05-13,12000,2017-03-29,2827,42,"US",2827,12000,2827,"0",2298.374,9756.1,45
"291065",55105949,"Last Bottle Clothing - Closed Loop, Sustainable Apparel","Apparel","Fashion","USD",2017-04-06,18000,2017-03-07,21115.77,186,"US",21115.77,18000,21115.77,"1",17167.29,14634.15,30
"34846",1176720559,"OCO: The World's First CO2 meter for Aquariums","Product Design","Design","CAD",2014-07-27,10000,2014-06-27,16404,88,"CA",15013.73,9152.48,15013.73,"1",12206.28,8130.08,30
"226125",219500938,"Healed","Documentary","Film & Video","USD",2013-09-27,25000,2013-08-28,26215,105,"US",26215,25000,26215,"1",21313.01,20325.2,30
"195641",1996297901,"Rock The Roast, gourmet flavour infused coffees. (Canceled)","Drinks","Food","CAD",2015-04-29,10000,2015-03-30,25,2,"CA",20.8,8319.47,20.8,"0",16.91057,8130.08,30
"220867",2124912305,"FR4 Machine Shield -The CNC kit from an entire sheet of PCB.","Fabrication Tools","Technology","USD",2016-08-08,90000,2016-06-29,109304,309,"US",109304,90000,109304,"1",88865.04,73170.73,40
"119190",1605533823,"EPIPHANY - Debut Album","Music","Music","EUR",2016-10-25,5000,2016-09-25,5142,76,"FR",5616.11,5461.02,5616.11,"1",4565.943,4065.04,30
"14464",1072786741,"The Knuckled Comb from Fully Bearded: A Beard Comb","Product Design","Design","USD",2016-09-29,25500,2016-08-30,1308,32,"US",1308,25500,1308,"0",1063.415,20731.71,30
"40124",1203987363,"Walk [Your City]","Public Art","Art","USD",2012-04-29,5800,2012-03-28,11364.69,549,"US",11364.69,5800,11364.69,"1",9239.585,4715.45,32
"359596",902003849,"Welcome to the Ball","Experimental","Film & Video","USD",2014-10-08,6000,2014-09-16,21,2,"US",21,6000,21,"0",17.07317,4878.05,22
"359545",901733457,"Frame Photo Magazine","Photography","Photography","USD",2014-02-11,10000,2014-01-07,147,3,"US",147,10000,147,"0",119.5122,8130.08,35
"150311",1763934758,"HallowBASH Des Moines 2015","Experimental","Theater","USD",2015-10-01,600,2015-08-09,100,1,"US",100,600,100,"0",81.30081,487.8,53
"97680",1496036958,"""A Tale for Christmas"" Holiday Adventure for Kids","Children's Books","Publishing","USD",2011-03-05,6000,2010-12-05,100,2,"US",100,6000,100,"0",81.30081,4878.05,90
"217560",2108298534,"Rewind - Iconic headphones inspired by the 80's.","Product Design","Design","USD",2016-06-12,30000,2016-05-13,5863,128,"US",5863,30000,5863,"0",4766.667,24390.24,30
"193965",1987298069,"The Evolution of Pollution","Nonfiction","Publishing","USD",2015-04-25,5000,2015-03-26,0,0,"US",0,5000,0,"0",0,4065.04,30
"359254",900184160,"Patient Zero: Genetics-Based Survival RPG (PC Alpha)","Video Games","Games","USD",2017-01-28,10000,2016-12-29,110,4,"US",110,10000,110,"0",89.43089,8130.08,30
"305639",62639538,"Taylor Renaissance Faire","Theater","Theater","USD",2012-09-02,1200,2012-08-14,85,5,"US",85,1200,85,"0",69.10569,975.61,19
"185409",1944031639,"The Lightning Foundry","Design","Design","USD",2011-12-11,348000,2011-11-05,35787.7,292,"US",35787.7,348000,35787.7,"0",29095.69,282926.8,36
"75730",1385645796,"App to connect to everyone that disappears in seconds","Apps","Technology","MXN",2017-07-19,3e+06,2017-06-19,50000,1,"MX",2856.82,171408.98,2856.82,"0",2322.618,2439024,30
"264040",412850477,"Battlestation: Humanity's Last Hope (Canceled)","Video Games","Games","USD",2014-11-07,40000,2014-10-07,13180.42,748,"US",13180.42,40000,13180.42,"0",10715.79,32520.33,31
"237559",277664933,"Super Q","Restaurants","Food","USD",2014-08-31,30000,2014-08-01,1145,38,"US",1145,30000,1145,"0",930.8943,24390.24,30
"56819",1289090232,"As the Crow Flies | A Short Film","Drama","Film & Video","USD",2015-05-03,3000,2015-04-03,3500,73,"US",3500,3000,3500,"1",2845.528,2439.02,30
"243075",30612527,"Paul Smith - Album of Original Songs ""Light of Day""","Country & Folk","Music","USD",2011-08-17,1200,2011-06-18,75,2,"US",75,1200,75,"0",60.97561,975.61,60
"184604",1940035788,"Put ""To Ward it Off and Drown it Out"" by Sohns on 12"" Vinyl!","Rock","Music","USD",2011-09-21,2100,2011-08-17,843,28,"US",843,2100,843,"0",685.3659,1707.32,35
"81172",1412819922,"Baa's  The most Amazing Cinnamon Rolls Ever","Small Batch","Food","USD",2016-02-18,23000,2016-01-19,250,3,"US",250,23000,250,"0",203.252,18699.19,30
"367363",941890528,"Widget - The Card Game That Lets You Play With Your Words","Tabletop Games","Games","USD",2013-04-06,4000,2013-03-07,6575,193,"US",6575,4000,6575,"1",5345.528,3252.03,30
"366662",938299258,"Ladies Choice by Audrey Shakir","Music","Music","USD",2014-07-11,15000,2014-06-11,335,6,"US",335,15000,335,"0",272.3577,12195.12,30
"182476",1928887626,"Education in the Chittagong Hill Tracts","Children's Books","Publishing","USD",2015-04-16,4000,2015-03-17,4582,61,"US",4582,4000,4582,"1",3725.203,3252.03,30
"322941",714837585,"PFx Brick","Hardware","Technology","CAD",2017-04-26,140000,2017-03-27,87948,421,"CA",64454.38,102601.69,64454.38,"0",52401.93,113821.1,30
"95501",1485330662,"Tosco: The Alpha Series","Product Design","Design","USD",2012-09-30,40000,2012-08-21,1739,29,"US",1739,40000,1739,"0",1413.821,32520.33,40
"146631",1744982143,"Uncle Charly's grill blanket","Product Design","Design","USD",2015-02-21,3000,2015-01-22,116,4,"US",116,3000,116,"0",94.30894,2439.02,30
"279887",493781496,"Manœuvres","Thrillers","Film & Video","EUR",2015-12-31,2500,2015-12-01,2505,13,"FR",2727.18,2721.74,2727.18,"1",2217.22,2032.52,30
"334091",771835054,"OstrichLand","Shorts","Film & Video","USD",2013-04-11,2250,2013-03-12,3473,65,"US",3473,2250,3473,"1",2823.577,1829.27,30
"260742",396310135,"BlasterBall for Android (Canceled)","Video Games","Games","GBP",2014-03-30,2000,2014-03-01,15,3,"GB",24.86,3314.39,24.86,"0",20.21138,1626.02,29
"158825",1807810309,"Ancient Noise","Comic Books","Comics","USD",2016-11-03,3500,2016-10-02,3853,133,"US",3853,3500,3853,"1",3132.52,2845.53,32
"162222",1825190025,"Selfie handle on the rearview camera shooting.","Product Design","Design","USD",2016-01-30,15000,2015-12-31,0,0,"US",0,15000,0,"0",0,12195.12,30
"111394",1566044424,"Julius Caesar...A Game of Thrones?","Theater","Theater","USD",2014-01-31,3000,2014-01-01,3025,10,"US",3025,3000,3025,"1",2459.35,2439.02,30
"142609",1724641191,"GetCerti app - Get Certificate from Stars and Events","Apps","Technology","EUR",2016-10-15,50000,2016-08-16,10,1,"DE",10.89,54430.06,10.89,"0",8.853659,40650.41,60
"24027",1121931621,"Effie's Room !!!","Crafts","Crafts","USD",2015-03-21,50000,2015-02-09,10,1,"US",10,50000,10,"0",8.130081,40650.41,40
"144349",1733293653,"Jean Kelley KickStarter","Music","Music","USD",2015-08-12,40000,2015-07-11,45007,382,"US",45007,40000,45007,"1",36591.06,32520.33,32
"45024",1228557034,"EcoTikiLites","Sculpture","Art","USD",2013-08-27,20000,2013-07-26,101,2,"US",101,20000,101,"0",82.11382,16260.16,32
"74908",1381677964,"53 Peaks Brewing Company: Reach for the Peaks!","Food","Food","USD",2013-05-10,20000,2013-04-10,20700.01,150,"US",20700.01,20000,20700.01,"1",16829.28,16260.16,30
"95022",148292155,"Fund Europe's largest live street art festival - Upfest","Painting","Art","GBP",2015-05-24,15000,2015-04-23,16076,333,"GB",24527.78,22886.09,24527.78,"1",19941.28,12195.12,31
"366005",934777034,"Forgotten Dawn Children - A Short Film","Film & Video","Film & Video","NZD",2015-08-16,200,2015-08-04,750.7,19,"NZ",500.03,133.22,500.03,"1",406.5285,162.6,12
"174446",1887183819,"MagnaBitz","Games","Games","USD",2015-11-16,16000,2015-10-26,1257,25,"US",1257,16000,1257,"0",1021.951,13008.13,21
"240106",291213873,"The Pixsolegram - Social Sock by Pixsole","Apparel","Fashion","USD",2014-06-19,3500,2014-05-20,1677,21,"US",1677,3500,1677,"0",1363.415,2845.53,30
"164476",1837057593,"Fatamorgana Summer Exhibition 2015","Photobooks","Photography","DKK",2015-06-02,5000,2015-04-17,475,5,"DK",71.43,751.85,71.43,"0",58.07317,4065.04,46
"11398",1057125983,"Formed on Wednesday's Golden Man Physical Release","Rock","Music","NZD",2017-04-12,1000,2017-03-13,1015,14,"NZ",710.88,700.38,710.88,"1",577.9512,813.01,30
"125144",1635372682,"Madam Coco CD Production","R&B","Music","USD",2015-05-22,2500,2015-04-22,1,1,"US",1,2500,1,"0",0.8130081,2032.52,30
"190267",1968386175,"Before It's Gone","Drama","Film & Video","USD",2017-09-30,3500,2017-09-10,0,0,"US",0,3500,0,"0",0,2845.53,20
"207813",2059103004,"The Devil Needs a Fix - post production","Shorts","Film & Video","USD",2016-07-14,13000,2016-06-14,13690,96,"US",13690,13000,13690,"1",11130.08,10569.11,30
"311812",658261185,"RAISE HELL: The Life & Times of Molly Ivins","Documentary","Film & Video","USD",2015-08-04,75000,2015-06-18,120230.33,1613,"US",120230.33,75000,120230.33,"1",97748.24,60975.61,47
"143207",1727608317,"FV Concierge Only: Luxury Beauty Services to Your Hotel","Fashion","Fashion","USD",2016-11-11,5000,2016-10-12,915,11,"US",915,5000,915,"0",743.9024,4065.04,30
"105299",1535215157,"WHY ARE WE HERE? Finding Yourself In A World Of So Many.....","Academic","Publishing","USD",2016-03-03,1000,2016-01-03,22,3,"US",22,1000,22,"0",17.88618,813.01,60
"186674",1950322810,"Lakewood Biennale, August 2012 (Canceled)","Art","Art","USD",2011-09-27,5000,2011-07-29,0,0,"US",0,5000,0,"0",0,4065.04,60
"65195",1331630697,"Help Get Quincy to S.L.A.P. Battles","Hip-Hop","Music","USD",2016-08-15,800,2016-07-01,10,1,"US",10,800,10,"0",8.130081,650.41,45
"367307",941600365,"The Order of Dracula","Comic Books","Comics","USD",2017-04-01,2150,2017-02-27,2549,54,"US",2549,2150,2549,"1",2072.358,1747.97,33
"204954",2044184042,"HERO[3] Web Filter Suite - A New Way to Protect Your Family","Software","Technology","USD",2015-12-16,250000,2015-11-01,1511,14,"US",1511,250000,1511,"0",1228.455,203252,45
"189940",1966762373,"B Young & Messiah ""Done Fi Dem"" Music Video","Shorts","Film & Video","USD",2011-07-07,1800,2011-06-07,50,2,"US",50,1800,50,"0",40.65041,1463.41,30
"204641",2042473527,"SUPERPOWERS: The Real Science Of Superheroes (Canceled)","Nonfiction","Publishing","GBP",2013-02-18,5000,2013-01-23,675,21,"GB",1032.49,7648.07,1032.49,"0",839.4228,4065.04,26
"262282",404085409,"HP Lovecraft : Cthulhu mythos ,the great old ones II","Tabletop Games","Games","EUR",2017-01-02,500,2016-11-22,5290,61,"ES",5601.56,529.45,5601.56,"1",4554.114,406.5,41
"87536",1444923583,"Liquisity 2- An indie game of liquid platforming!","Video Games","Games","USD",2010-01-30,800,2009-12-15,1088,20,"US",1088,800,1088,"1",884.5528,650.41,46
"316816",683856381,"Delta Groove Guitars CNC Designs","Fabrication Tools","Technology","USD",2016-09-23,5000,2016-08-31,8525,52,"US",8525,5000,8525,"1",6930.894,4065.04,23
"281143",50024490,"Black Ink Over Dead Presidents","Hip-Hop","Music","USD",2014-04-03,15000,2014-02-02,11,2,"US",11,15000,11,"0",8.943089,12195.12,60
"364919",929125455,"Nightmarcher #1 Burning Man","Comic Books","Comics","USD",2017-02-11,5000,2017-01-12,5631,61,"US",5631,5000,5631,"1",4578.049,4065.04,30
"122126",1620267809,"Printing Luchadora T-shirts","Fashion","Fashion","USD",2013-08-03,200,2013-07-04,695,20,"US",695,200,695,"1",565.0407,162.6,30
"142573",1724450921,"Pop It App - for autism/delayed learning/visually strong","Software","Technology","AUD",2014-04-04,5000,2014-03-05,580,9,"AU",536.54,4625.35,536.54,"0",436.2114,4065.04,30
"193988",1987432942,"ARX Playing Cards, by Lucid52","Playing Cards","Games","USD",2017-10-16,8500,2017-09-01,9267,144,"US",9267,8500,9267,"1",7534.146,6910.57,45
"230828",243382319,"History, and Lore of the Jamieson's of Six Nations","Publishing","Publishing","CAD",2015-06-20,10000,2015-04-21,0,0,"CA",0,8087.34,0,"0",0,8130.08,60
"22949",111648109,"Robot With Headphones Plush Toy","Photography","Photography","USD",2010-07-06,5000,2010-05-07,5156,25,"US",5156,5000,5156,"1",4191.87,4065.04,60
"363561",922426197,"Hipsters!","Film & Video","Film & Video","USD",2010-03-22,3000,2010-01-16,257,15,"US",257,3000,257,"0",208.9431,2439.02,65
"47371",1241379218,"Broken & Beautiful, an independent faith-based film","Film & Video","Film & Video","USD",2011-01-31,110000,2010-12-22,2120,40,"US",2120,110000,2120,"0",1723.577,89430.89,40
"66037",1335832253,"Beyond the Veil of Illusion - The Awakening (Canceled)","Fiction","Publishing","USD",2014-03-21,11011,2014-02-19,0,0,"US",0,11011,0,"0",0,8952.03,30
"57449",1292374710,"The Innovative NEW Arctic Stick: Cold As Ice!","Drinks","Food","USD",2014-08-02,24500,2014-07-01,26421,241,"US",26421,24500,26421,"1",21480.49,19918.7,32
"81577",1414850656,"Cuddle Bunk - Foldaway Bedside Pet Bed","Product Design","Design","USD",2016-11-09,5000,2016-10-10,287,9,"US",287,5000,287,"0",233.3333,4065.04,30
"283162",510874695,"My Travels : Just a Guy And His Camera.","Documentary","Film & Video","USD",2014-09-22,10000,2014-07-24,0,0,"US",0,10000,0,"0",0,8130.08,60
"77426",1393778895,"Healthy Seniors Through Art!","Painting","Art","USD",2014-11-05,2000,2014-10-20,0,0,"US",0,2000,0,"0",0,1626.02,16
"255009",366773890,"Hoard","Tabletop Games","Games","NZD",2016-06-17,16000,2016-05-17,24865,654,"NZ",17534.02,11282.7,17534.02,"1",14255.3,13008.13,31
"293203",562408060,"SteamShards: Voxel Worlds (Canceled)","Video Games","Games","USD",2015-07-24,27500,2015-06-24,636,10,"US",636,27500,636,"0",517.0732,22357.72,30
"261703",401066896,"?NoMo: Android Game Console without Microtransactions","Gaming Hardware","Games","SEK",2015-09-19,2e+07,2015-07-21,4605,3,"SE",546.76,2374648.26,546.76,"0",444.5203,16260160,60
"169156",1860334152,"WIDE BODY: straps for Pebble","Product Design","Design","USD",2013-05-05,50000,2013-04-02,54315,1065,"US",54315,50000,54315,"1",44158.54,40650.41,33
"167689",1853050624,"Crade - A Global Lemonade Stand","Food","Food","USD",2014-09-16,5,2014-07-18,5,3,"US",5,5,5,"0",4.065041,4.07,60
"3618",101869441,"A K A   ""Bobbi""  a Documentary!","Documentary","Film & Video","USD",2011-03-09,7500,2011-01-20,260,8,"US",260,7500,260,"0",211.3821,6097.56,48
"55322",1281509185,"Turtle Magic: A Children's Book in Stained Glass","Crafts","Crafts","USD",2012-09-05,2000,2012-08-06,2165,31,"US",2165,2000,2165,"1",1760.163,1626.02,30
"237617",27805341,"Krazy Joe's Bourbon Barrel Kimchi","Small Batch","Food","USD",2014-10-08,10000,2014-09-08,70,4,"US",70,10000,70,"0",56.91057,8130.08,30
"206978",2054619881,"HelpaSistaOut Album Fundraiser by SAM RAE","Music","Music","USD",2016-07-28,2800,2016-07-07,3730,59,"US",3730,2800,3730,"1",3032.52,2276.42,21
"10340",1052017524,"KATE CAN'T SWIM","Narrative Film","Film & Video","USD",2015-07-03,60000,2015-06-03,60985,313,"US",60985,60000,60985,"1",49581.3,48780.49,30
"189295",1963355170,"Make Maggie Fly!","Children's Books","Publishing","USD",2014-12-21,15000,2014-10-31,1800,45,"US",1800,15000,1800,"0",1463.415,12195.12,51
"31552",1160353950,"Kansas City Speed Boys","Webseries","Film & Video","USD",2017-04-08,1000,2017-02-07,1,1,"US",1,1000,1,"0",0.8130081,813.01,60
"181038",1921171610,"UNDERHANDER debut E.P. and Video Documentary","Rock","Music","USD",2012-06-12,3300,2012-05-10,60,2,"US",60,3300,60,"0",48.78049,2682.93,33
"287075",530557290,"It's Time To Publish My Book.","Publishing","Publishing","USD",2014-08-10,2000,2014-07-11,4021,57,"US",4021,2000,4021,"1",3269.106,1626.02,30
